source_id,source_type,target_id,target_type,weight,nt,spatial_x,spatial_y,pathway
100461,T4_T5_looming,999004,LC4,15,ACh,13,14,LC4
100461,T4_T5_STMD,999011,LC11,12,ACh,13,14,LC11
100461,T4_T5_horizontal,999020,HSN,6,ACh,13,14,HS
100461,T4_T5_vertical,999030,VS1,5,ACh,13,14,VS
100462,T4_T5_looming,999004,LC4,17,ACh,14,14,LC4
100462,T4_T5_STMD,999011,LC11,16,ACh,14,14,LC11
100462,T4_T5_horizontal,999020,HSN,4,ACh,14,14,HS
100462,T4_T5_vertical,999030,VS1,6,ACh,14,14,VS
100463,T4_T5_looming,999004,LC4,17,ACh,15,14,LC4
100463,T4_T5_STMD,999011,LC11,18,ACh,15,14,LC11
100463,T4_T5_horizontal,999020,HSN,4,ACh,15,14,HS
100463,T4_T5_vertical,999030,VS1,3,ACh,15,14,VS
100464,T4_T5_looming,999004,LC4,20,ACh,16,14,LC4
100464,T4_T5_STMD,999011,LC11,21,ACh,16,14,LC11
100464,T4_T5_horizontal,999020,HSN,5,GABA,16,14,HS
100464,T4_T5_vertical,999030,VS1,6,ACh,16,14,VS
100465,T4_T5_looming,999004,LC4,20,ACh,17,14,LC4
100465,T4_T5_STMD,999011,LC11,20,ACh,17,14,LC11
100465,T4_T5_horizontal,999020,HSN,3,GABA,17,14,HS
100465,T4_T5_vertical,999030,VS1,3,ACh,17,14,VS
100466,T4_T5_looming,999004,LC4,19,ACh,18,14,LC4
100466,T4_T5_STMD,999011,LC11,14,ACh,18,14,LC11
100466,T4_T5_horizontal,999020,HSN,5,GABA,18,14,HS
100466,T4_T5_vertical,999030,VS1,5,ACh,18,14,VS
100467,T4_T5_looming,999004,LC4,15,ACh,19,14,LC4
100467,T4_T5_STMD,999011,LC11,13,ACh,19,14,LC11
100467,T4_T5_horizontal,999020,HSN,6,GABA,19,14,HS
100467,T4_T5_vertical,999030,VS1,5,ACh,19,14,VS
100468,T4_T5_looming,999004,LC4,12,ACh,20,14,LC4
100468,T4_T5_STMD,999011,LC11,8,ACh,20,14,LC11
100468,T4_T5_horizontal,999020,HSN,5,GABA,20,14,HS
100468,T4_T5_vertical,999030,VS1,4,ACh,20,14,VS
100469,T4_T5_looming,999004,LC4,11,ACh,21,14,LC4
100469,T4_T5_STMD,999011,LC11,10,GABA,21,14,LC11
100469,T4_T5_horizontal,999020,HSN,6,GABA,21,14,HS
100469,T4_T5_vertical,999030,VS1,3,ACh,21,14,VS
100470,T4_T5_looming,999004,LC4,9,ACh,22,14,LC4
100470,T4_T5_STMD,999011,LC11,9,GABA,22,14,LC11
100470,T4_T5_horizontal,999020,HSN,7,GABA,22,14,HS
100470,T4_T5_vertical,999030,VS1,6,ACh,22,14,VS
100471,T4_T5_looming,999004,LC4,8,ACh,23,14,LC4
100471,T4_T5_STMD,999011,LC11,9,GABA,23,14,LC11
100471,T4_T5_horizontal,999020,HSN,11,GABA,23,14,HS
100471,T4_T5_vertical,999030,VS1,3,ACh,23,14,VS
100472,T4_T5_looming,999004,LC4,11,GABA,24,14,LC4
100472,T4_T5_STMD,999011,LC11,5,GABA,24,14,LC11
100472,T4_T5_horizontal,999020,HSN,9,GABA,24,14,HS
100472,T4_T5_vertical,999030,VS1,6,ACh,24,14,VS
100473,T4_T5_looming,999004,LC4,12,GABA,25,14,LC4
100473,T4_T5_horizontal,999020,HSN,11,GABA,25,14,HS
100473,T4_T5_vertical,999030,VS1,6,ACh,25,14,VS
100474,T4_T5_looming,999004,LC4,13,GABA,26,14,LC4
100474,T4_T5_horizontal,999020,HSN,13,GABA,26,14,HS
100474,T4_T5_vertical,999030,VS1,3,ACh,26,14,VS
100475,T4_T5_looming,999004,LC4,13,GABA,27,14,LC4
100475,T4_T5_horizontal,999020,HSN,14,GABA,27,14,HS
100475,T4_T5_vertical,999030,VS1,3,ACh,27,14,VS
100476,T4_T5_looming,999004,LC4,10,GABA,28,14,LC4
100476,T4_T5_horizontal,999020,HSN,15,GABA,28,14,HS
100476,T4_T5_vertical,999030,VS1,3,ACh,28,14,VS
100477,T4_T5_looming,999004,LC4,9,GABA,29,14,LC4
100477,T4_T5_horizontal,999020,HSN,17,GABA,29,14,HS
100477,T4_T5_vertical,999030,VS1,5,ACh,29,14,VS
100478,T4_T5_horizontal,999020,HSN,17,GABA,30,14,HS
100478,T4_T5_vertical,999030,VS1,4,ACh,30,14,VS
100479,T4_T5_horizontal,999020,HSN,18,GABA,31,14,HS
100479,T4_T5_vertical,999030,VS1,4,ACh,31,14,VS
100480,T4_T5_horizontal,999020,HSN,19,ACh,0,15,HS
100481,T4_T5_horizontal,999020,HSN,17,ACh,1,15,HS
100481,T4_T5_vertical,999030,VS1,5,ACh,1,15,VS
100482,T4_T5_horizontal,999020,HSN,15,ACh,2,15,HS
100483,T4_T5_looming,999004,LC4,8,GABA,3,15,LC4
100483,T4_T5_horizontal,999020,HSN,17,ACh,3,15,HS
100483,T4_T5_vertical,999030,VS1,5,ACh,3,15,VS
100484,T4_T5_looming,999004,LC4,10,GABA,4,15,LC4
100484,T4_T5_horizontal,999020,HSN,14,ACh,4,15,HS
100484,T4_T5_vertical,999030,VS1,5,ACh,4,15,VS
100485,T4_T5_looming,999004,LC4,13,GABA,5,15,LC4
100485,T4_T5_horizontal,999020,HSN,12,ACh,5,15,HS
100485,T4_T5_vertical,999030,VS1,4,ACh,5,15,VS
100486,T4_T5_looming,999004,LC4,12,GABA,6,15,LC4
100486,T4_T5_horizontal,999020,HSN,13,ACh,6,15,HS
100486,T4_T5_vertical,999030,VS1,5,ACh,6,15,VS
100487,T4_T5_looming,999004,LC4,14,GABA,7,15,LC4
100487,T4_T5_horizontal,999020,HSN,11,ACh,7,15,HS
100487,T4_T5_vertical,999030,VS1,5,ACh,7,15,VS
100488,T4_T5_looming,999004,LC4,10,GABA,8,15,LC4
100488,T4_T5_STMD,999011,LC11,7,GABA,8,15,LC11
100488,T4_T5_horizontal,999020,HSN,11,ACh,8,15,HS
100488,T4_T5_vertical,999030,VS1,3,ACh,8,15,VS
100489,T4_T5_looming,999004,LC4,8,ACh,9,15,LC4
100489,T4_T5_STMD,999011,LC11,8,GABA,9,15,LC11
100489,T4_T5_horizontal,999020,HSN,10,ACh,9,15,HS
100489,T4_T5_vertical,999030,VS1,5,ACh,9,15,VS
100490,T4_T5_looming,999004,LC4,10,ACh,10,15,LC4
100490,T4_T5_STMD,999011,LC11,9,GABA,10,15,LC11
100490,T4_T5_horizontal,999020,HSN,7,ACh,10,15,HS
100490,T4_T5_vertical,999030,VS1,3,ACh,10,15,VS
100491,T4_T5_looming,999004,LC4,11,ACh,11,15,LC4
100491,T4_T5_STMD,999011,LC11,8,GABA,11,15,LC11
100491,T4_T5_horizontal,999020,HSN,8,ACh,11,15,HS
100491,T4_T5_vertical,999030,VS1,4,ACh,11,15,VS
100492,T4_T5_looming,999004,LC4,15,ACh,12,15,LC4
100492,T4_T5_STMD,999011,LC11,11,ACh,12,15,LC11
100492,T4_T5_horizontal,999020,HSN,8,ACh,12,15,HS
100493,T4_T5_looming,999004,LC4,18,ACh,13,15,LC4
100493,T4_T5_STMD,999011,LC11,15,ACh,13,15,LC11
100493,T4_T5_horizontal,999020,HSN,5,ACh,13,15,HS
100494,T4_T5_looming,999004,LC4,18,ACh,14,15,LC4
100494,T4_T5_STMD,999011,LC11,21,ACh,14,15,LC11
100494,T4_T5_horizontal,999020,HSN,4,ACh,14,15,HS
100494,T4_T5_vertical,999030,VS1,5,ACh,14,15,VS
100495,T4_T5_looming,999004,LC4,20,ACh,15,15,LC4
100495,T4_T5_STMD,999011,LC11,22,ACh,15,15,LC11
100495,T4_T5_horizontal,999020,HSN,3,ACh,15,15,HS
100495,T4_T5_vertical,999030,VS1,4,ACh,15,15,VS
100496,T4_T5_looming,999004,LC4,19,ACh,16,15,LC4
100496,T4_T5_STMD,999011,LC11,28,ACh,16,15,LC11
100496,T4_T5_horizontal,999020,HSN,4,GABA,16,15,HS
100496,T4_T5_vertical,999030,VS1,4,ACh,16,15,VS
100497,T4_T5_looming,999004,LC4,19,ACh,17,15,LC4
100497,T4_T5_STMD,999011,LC11,24,ACh,17,15,LC11
100497,T4_T5_horizontal,999020,HSN,4,GABA,17,15,HS
100497,T4_T5_vertical,999030,VS1,3,ACh,17,15,VS
100498,T4_T5_looming,999004,LC4,20,ACh,18,15,LC4
100498,T4_T5_STMD,999011,LC11,22,ACh,18,15,LC11
100498,T4_T5_horizontal,999020,HSN,6,GABA,18,15,HS
100498,T4_T5_vertical,999030,VS1,3,ACh,18,15,VS
100499,T4_T5_looming,999004,LC4,15,ACh,19,15,LC4
100499,T4_T5_STMD,999011,LC11,15,ACh,19,15,LC11
100499,T4_T5_horizontal,999020,HSN,4,GABA,19,15,HS
100499,T4_T5_vertical,999030,VS1,4,ACh,19,15,VS
100500,T4_T5_looming,999004,LC4,15,ACh,20,15,LC4
100500,T4_T5_STMD,999011,LC11,12,ACh,20,15,LC11
100500,T4_T5_horizontal,999020,HSN,5,GABA,20,15,HS
100500,T4_T5_vertical,999030,VS1,4,ACh,20,15,VS
100501,T4_T5_looming,999004,LC4,12,ACh,21,15,LC4
100501,T4_T5_STMD,999011,LC11,9,GABA,21,15,LC11
100501,T4_T5_horizontal,999020,HSN,6,GABA,21,15,HS
100501,T4_T5_vertical,999030,VS1,5,ACh,21,15,VS
100502,T4_T5_looming,999004,LC4,9,ACh,22,15,LC4
100502,T4_T5_STMD,999011,LC11,8,GABA,22,15,LC11
100502,T4_T5_horizontal,999020,HSN,8,GABA,22,15,HS
100502,T4_T5_vertical,999030,VS1,4,ACh,22,15,VS
100503,T4_T5_looming,999004,LC4,6,ACh,23,15,LC4
100503,T4_T5_STMD,999011,LC11,7,GABA,23,15,LC11
100503,T4_T5_horizontal,999020,HSN,10,GABA,23,15,HS
100503,T4_T5_vertical,999030,VS1,5,ACh,23,15,VS
100504,T4_T5_looming,999004,LC4,10,GABA,24,15,LC4
100504,T4_T5_STMD,999011,LC11,6,GABA,24,15,LC11
100504,T4_T5_horizontal,999020,HSN,11,GABA,24,15,HS
100504,T4_T5_vertical,999030,VS1,3,ACh,24,15,VS
100505,T4_T5_looming,999004,LC4,14,GABA,25,15,LC4
100505,T4_T5_horizontal,999020,HSN,11,GABA,25,15,HS
100505,T4_T5_vertical,999030,VS1,5,ACh,25,15,VS
100506,T4_T5_looming,999004,LC4,12,GABA,26,15,LC4
100506,T4_T5_horizontal,999020,HSN,14,GABA,26,15,HS
100506,T4_T5_vertical,999030,VS1,4,ACh,26,15,VS
100507,T4_T5_looming,999004,LC4,13,GABA,27,15,LC4
100507,T4_T5_horizontal,999020,HSN,15,GABA,27,15,HS
100508,T4_T5_looming,999004,LC4,11,GABA,28,15,LC4
100508,T4_T5_horizontal,999020,HSN,16,GABA,28,15,HS
100509,T4_T5_looming,999004,LC4,9,GABA,29,15,LC4
100509,T4_T5_horizontal,999020,HSN,17,GABA,29,15,HS
100510,T4_T5_horizontal,999020,HSN,18,GABA,30,15,HS
100510,T4_T5_vertical,999030,VS1,3,ACh,30,15,VS
100511,T4_T5_horizontal,999020,HSN,17,GABA,31,15,HS
100511,T4_T5_vertical,999030,VS1,3,ACh,31,15,VS
100512,T4_T5_horizontal,999020,HSN,19,ACh,0,16,HS
100512,T4_T5_vertical,999030,VS1,5,GABA,0,16,VS
100513,T4_T5_horizontal,999020,HSN,16,ACh,1,16,HS
100513,T4_T5_vertical,999030,VS1,4,GABA,1,16,VS
100514,T4_T5_looming,999004,LC4,5,GABA,2,16,LC4
100514,T4_T5_horizontal,999020,HSN,17,ACh,2,16,HS
100514,T4_T5_vertical,999030,VS1,3,GABA,2,16,VS
100515,T4_T5_looming,999004,LC4,8,GABA,3,16,LC4
100515,T4_T5_horizontal,999020,HSN,15,ACh,3,16,HS
100515,T4_T5_vertical,999030,VS1,5,GABA,3,16,VS
100516,T4_T5_looming,999004,LC4,10,GABA,4,16,LC4
100516,T4_T5_horizontal,999020,HSN,14,ACh,4,16,HS
100516,T4_T5_vertical,999030,VS1,4,GABA,4,16,VS
100517,T4_T5_looming,999004,LC4,12,GABA,5,16,LC4
100517,T4_T5_horizontal,999020,HSN,13,ACh,5,16,HS
100517,T4_T5_vertical,999030,VS1,3,GABA,5,16,VS
100518,T4_T5_looming,999004,LC4,13,GABA,6,16,LC4
100518,T4_T5_horizontal,999020,HSN,12,ACh,6,16,HS
100519,T4_T5_looming,999004,LC4,14,GABA,7,16,LC4
100519,T4_T5_STMD,999011,LC11,4,GABA,7,16,LC11
100519,T4_T5_horizontal,999020,HSN,12,ACh,7,16,HS
100519,T4_T5_vertical,999030,VS1,4,GABA,7,16,VS
100520,T4_T5_looming,999004,LC4,7,ACh,8,16,LC4
100520,T4_T5_STMD,999011,LC11,7,GABA,8,16,LC11
100520,T4_T5_horizontal,999020,HSN,11,ACh,8,16,HS
100521,T4_T5_looming,999004,LC4,7,ACh,9,16,LC4
100521,T4_T5_STMD,999011,LC11,8,GABA,9,16,LC11
100521,T4_T5_horizontal,999020,HSN,8,ACh,9,16,HS
100521,T4_T5_vertical,999030,VS1,4,GABA,9,16,VS
100522,T4_T5_looming,999004,LC4,7,ACh,10,16,LC4
100522,T4_T5_STMD,999011,LC11,9,GABA,10,16,LC11
100522,T4_T5_horizontal,999020,HSN,9,ACh,10,16,HS
100523,T4_T5_looming,999004,LC4,11,ACh,11,16,LC4
100523,T4_T5_STMD,999011,LC11,7,ACh,11,16,LC11
100523,T4_T5_horizontal,999020,HSN,9,ACh,11,16,HS
100523,T4_T5_vertical,999030,VS1,5,GABA,11,16,VS
100524,T4_T5_looming,999004,LC4,13,ACh,12,16,LC4
100524,T4_T5_STMD,999011,LC11,9,ACh,12,16,LC11
100524,T4_T5_horizontal,999020,HSN,5,ACh,12,16,HS
100524,T4_T5_vertical,999030,VS1,4,GABA,12,16,VS
100525,T4_T5_looming,999004,LC4,18,ACh,13,16,LC4
100525,T4_T5_STMD,999011,LC11,13,ACh,13,16,LC11
100525,T4_T5_horizontal,999020,HSN,4,ACh,13,16,HS
100525,T4_T5_vertical,999030,VS1,5,GABA,13,16,VS
100526,T4_T5_looming,999004,LC4,17,ACh,14,16,LC4
100526,T4_T5_STMD,999011,LC11,21,ACh,14,16,LC11
100526,T4_T5_horizontal,999020,HSN,6,ACh,14,16,HS
100526,T4_T5_vertical,999030,VS1,4,GABA,14,16,VS
100527,T4_T5_looming,999004,LC4,19,ACh,15,16,LC4
100527,T4_T5_STMD,999011,LC11,28,ACh,15,16,LC11
100527,T4_T5_horizontal,999020,HSN,3,ACh,15,16,HS
100527,T4_T5_vertical,999030,VS1,5,GABA,15,16,VS
100528,T4_T5_looming,999004,LC4,23,ACh,16,16,LC4
100528,T4_T5_STMD,999011,LC11,27,ACh,16,16,LC11
100528,T4_T5_horizontal,999020,HSN,4,GABA,16,16,HS
100528,T4_T5_vertical,999030,VS1,4,GABA,16,16,VS
100529,T4_T5_looming,999004,LC4,22,ACh,17,16,LC4
100529,T4_T5_STMD,999011,LC11,26,ACh,17,16,LC11
100529,T4_T5_vertical,999030,VS1,5,GABA,17,16,VS
100530,T4_T5_looming,999004,LC4,20,ACh,18,16,LC4
100530,T4_T5_STMD,999011,LC11,21,ACh,18,16,LC11
100530,T4_T5_horizontal,999020,HSN,4,GABA,18,16,HS
100530,T4_T5_vertical,999030,VS1,5,GABA,18,16,VS
100531,T4_T5_looming,999004,LC4,15,ACh,19,16,LC4
100531,T4_T5_STMD,999011,LC11,13,ACh,19,16,LC11
100531,T4_T5_horizontal,999020,HSN,6,GABA,19,16,HS
100531,T4_T5_vertical,999030,VS1,3,GABA,19,16,VS
100532,T4_T5_looming,999004,LC4,12,ACh,20,16,LC4
100532,T4_T5_STMD,999011,LC11,10,ACh,20,16,LC11
100532,T4_T5_horizontal,999020,HSN,5,GABA,20,16,HS
100532,T4_T5_vertical,999030,VS1,5,GABA,20,16,VS
100533,T4_T5_looming,999004,LC4,11,ACh,21,16,LC4
100533,T4_T5_STMD,999011,LC11,8,ACh,21,16,LC11
100533,T4_T5_horizontal,999020,HSN,7,GABA,21,16,HS
100533,T4_T5_vertical,999030,VS1,4,GABA,21,16,VS
100534,T4_T5_looming,999004,LC4,7,ACh,22,16,LC4
100534,T4_T5_STMD,999011,LC11,10,GABA,22,16,LC11
100534,T4_T5_horizontal,999020,HSN,10,GABA,22,16,HS
100534,T4_T5_vertical,999030,VS1,4,GABA,22,16,VS
100535,T4_T5_looming,999004,LC4,7,ACh,23,16,LC4
100535,T4_T5_STMD,999011,LC11,9,GABA,23,16,LC11
100535,T4_T5_horizontal,999020,HSN,11,GABA,23,16,HS
100535,T4_T5_vertical,999030,VS1,5,GABA,23,16,VS
100536,T4_T5_looming,999004,LC4,7,ACh,24,16,LC4
100536,T4_T5_STMD,999011,LC11,7,GABA,24,16,LC11
100536,T4_T5_horizontal,999020,HSN,9,GABA,24,16,HS
100537,T4_T5_looming,999004,LC4,13,GABA,25,16,LC4
100537,T4_T5_STMD,999011,LC11,4,GABA,25,16,LC11
100537,T4_T5_horizontal,999020,HSN,13,GABA,25,16,HS
100537,T4_T5_vertical,999030,VS1,3,GABA,25,16,VS
100538,T4_T5_looming,999004,LC4,14,GABA,26,16,LC4
100538,T4_T5_horizontal,999020,HSN,14,GABA,26,16,HS
100538,T4_T5_vertical,999030,VS1,5,GABA,26,16,VS
100539,T4_T5_looming,999004,LC4,13,GABA,27,16,LC4
100539,T4_T5_horizontal,999020,HSN,12,GABA,27,16,HS
100539,T4_T5_vertical,999030,VS1,5,GABA,27,16,VS
100540,T4_T5_looming,999004,LC4,12,GABA,28,16,LC4
100540,T4_T5_horizontal,999020,HSN,16,GABA,28,16,HS
100540,T4_T5_vertical,999030,VS1,4,GABA,28,16,VS
100541,T4_T5_looming,999004,LC4,8,GABA,29,16,LC4
100541,T4_T5_horizontal,999020,HSN,16,GABA,29,16,HS
100542,T4_T5_looming,999004,LC4,6,GABA,30,16,LC4
100542,T4_T5_horizontal,999020,HSN,17,GABA,30,16,HS
100542,T4_T5_vertical,999030,VS1,3,GABA,30,16,VS
100543,T4_T5_horizontal,999020,HSN,18,GABA,31,16,HS
100543,T4_T5_vertical,999030,VS1,3,GABA,31,16,VS
100544,T4_T5_horizontal,999020,HSN,18,ACh,0,17,HS
100545,T4_T5_horizontal,999020,HSN,19,ACh,1,17,HS
100545,T4_T5_vertical,999030,VS1,5,GABA,1,17,VS
100546,T4_T5_horizontal,999020,HSN,16,ACh,2,17,HS
100546,T4_T5_vertical,999030,VS1,3,GABA,2,17,VS
100547,T4_T5_looming,999004,LC4,10,GABA,3,17,LC4
100547,T4_T5_horizontal,999020,HSN,15,ACh,3,17,HS
100547,T4_T5_vertical,999030,VS1,4,GABA,3,17,VS
100548,T4_T5_looming,999004,LC4,11,GABA,4,17,LC4
100548,T4_T5_horizontal,999020,HSN,15,ACh,4,17,HS
100548,T4_T5_vertical,999030,VS1,4,GABA,4,17,VS
100549,T4_T5_looming,999004,LC4,12,GABA,5,17,LC4
100549,T4_T5_horizontal,999020,HSN,12,ACh,5,17,HS
100549,T4_T5_vertical,999030,VS1,3,GABA,5,17,VS
100550,T4_T5_looming,999004,LC4,14,GABA,6,17,LC4
100550,T4_T5_horizontal,999020,HSN,13,ACh,6,17,HS
100550,T4_T5_vertical,999030,VS1,3,GABA,6,17,VS
100551,T4_T5_looming,999004,LC4,13,GABA,7,17,LC4
100551,T4_T5_horizontal,999020,HSN,12,ACh,7,17,HS
100551,T4_T5_vertical,999030,VS1,5,GABA,7,17,VS
100552,T4_T5_looming,999004,LC4,12,GABA,8,17,LC4
100552,T4_T5_STMD,999011,LC11,5,GABA,8,17,LC11
100552,T4_T5_horizontal,999020,HSN,12,ACh,8,17,HS
100553,T4_T5_looming,999004,LC4,7,ACh,9,17,LC4
100553,T4_T5_STMD,999011,LC11,8,GABA,9,17,LC11
100553,T4_T5_horizontal,999020,HSN,10,ACh,9,17,HS
100554,T4_T5_looming,999004,LC4,9,ACh,10,17,LC4
100554,T4_T5_STMD,999011,LC11,8,GABA,10,17,LC11
100554,T4_T5_horizontal,999020,HSN,9,ACh,10,17,HS
100554,T4_T5_vertical,999030,VS1,4,GABA,10,17,VS
100555,T4_T5_looming,999004,LC4,9,ACh,11,17,LC4
100555,T4_T5_STMD,999011,LC11,10,GABA,11,17,LC11
100555,T4_T5_horizontal,999020,HSN,7,ACh,11,17,HS
100555,T4_T5_vertical,999030,VS1,3,GABA,11,17,VS
100556,T4_T5_looming,999004,LC4,14,ACh,12,17,LC4
100556,T4_T5_STMD,999011,LC11,8,ACh,12,17,LC11
100556,T4_T5_horizontal,999020,HSN,5,ACh,12,17,HS
100556,T4_T5_vertical,999030,VS1,3,GABA,12,17,VS
100557,T4_T5_looming,999004,LC4,15,ACh,13,17,LC4
100557,T4_T5_STMD,999011,LC11,14,ACh,13,17,LC11
100557,T4_T5_horizontal,999020,HSN,4,ACh,13,17,HS
100557,T4_T5_vertical,999030,VS1,3,GABA,13,17,VS
100558,T4_T5_looming,999004,LC4,19,ACh,14,17,LC4
100558,T4_T5_STMD,999011,LC11,19,ACh,14,17,LC11
100558,T4_T5_horizontal,999020,HSN,6,ACh,14,17,HS
100559,T4_T5_looming,999004,LC4,21,ACh,15,17,LC4
100559,T4_T5_STMD,999011,LC11,22,ACh,15,17,LC11
100560,T4_T5_looming,999004,LC4,20,ACh,16,17,LC4
100560,T4_T5_STMD,999011,LC11,27,ACh,16,17,LC11
100560,T4_T5_horizontal,999020,HSN,3,GABA,16,17,HS
100560,T4_T5_vertical,999030,VS1,5,GABA,16,17,VS
100561,T4_T5_looming,999004,LC4,18,ACh,17,17,LC4
100561,T4_T5_STMD,999011,LC11,26,ACh,17,17,LC11
100561,T4_T5_horizontal,999020,HSN,4,GABA,17,17,HS
100561,T4_T5_vertical,999030,VS1,3,GABA,17,17,VS
100562,T4_T5_looming,999004,LC4,17,ACh,18,17,LC4
100562,T4_T5_STMD,999011,LC11,21,ACh,18,17,LC11
100562,T4_T5_horizontal,999020,HSN,6,GABA,18,17,HS
100562,T4_T5_vertical,999030,VS1,5,GABA,18,17,VS
100563,T4_T5_looming,999004,LC4,18,ACh,19,17,LC4
100563,T4_T5_STMD,999011,LC11,15,ACh,19,17,LC11
100563,T4_T5_horizontal,999020,HSN,7,GABA,19,17,HS
100563,T4_T5_vertical,999030,VS1,4,GABA,19,17,VS
100564,T4_T5_looming,999004,LC4,14,ACh,20,17,LC4
100564,T4_T5_STMD,999011,LC11,9,ACh,20,17,LC11
100564,T4_T5_horizontal,999020,HSN,8,GABA,20,17,HS
100564,T4_T5_vertical,999030,VS1,4,GABA,20,17,VS
100565,T4_T5_looming,999004,LC4,10,ACh,21,17,LC4
100565,T4_T5_STMD,999011,LC11,10,GABA,21,17,LC11
100565,T4_T5_horizontal,999020,HSN,9,GABA,21,17,HS
100565,T4_T5_vertical,999030,VS1,4,GABA,21,17,VS
100566,T4_T5_looming,999004,LC4,8,ACh,22,17,LC4
100566,T4_T5_STMD,999011,LC11,9,GABA,22,17,LC11
100566,T4_T5_horizontal,999020,HSN,10,GABA,22,17,HS
100566,T4_T5_vertical,999030,VS1,3,GABA,22,17,VS
100567,T4_T5_looming,999004,LC4,6,ACh,23,17,LC4
100567,T4_T5_STMD,999011,LC11,8,GABA,23,17,LC11
100567,T4_T5_horizontal,999020,HSN,10,GABA,23,17,HS
100567,T4_T5_vertical,999030,VS1,5,GABA,23,17,VS
100568,T4_T5_looming,999004,LC4,10,GABA,24,17,LC4
100568,T4_T5_STMD,999011,LC11,5,GABA,24,17,LC11
100568,T4_T5_horizontal,999020,HSN,12,GABA,24,17,HS
100568,T4_T5_vertical,999030,VS1,3,GABA,24,17,VS
100569,T4_T5_looming,999004,LC4,12,GABA,25,17,LC4
100569,T4_T5_horizontal,999020,HSN,13,GABA,25,17,HS
100570,T4_T5_looming,999004,LC4,12,GABA,26,17,LC4
100570,T4_T5_horizontal,999020,HSN,14,GABA,26,17,HS
100570,T4_T5_vertical,999030,VS1,5,GABA,26,17,VS
100571,T4_T5_looming,999004,LC4,12,GABA,27,17,LC4
100571,T4_T5_horizontal,999020,HSN,13,GABA,27,17,HS
100571,T4_T5_vertical,999030,VS1,3,GABA,27,17,VS
100572,T4_T5_looming,999004,LC4,10,GABA,28,17,LC4
100572,T4_T5_horizontal,999020,HSN,14,GABA,28,17,HS
100572,T4_T5_vertical,999030,VS1,3,GABA,28,17,VS
100573,T4_T5_looming,999004,LC4,10,GABA,29,17,LC4
100573,T4_T5_horizontal,999020,HSN,15,GABA,29,17,HS
100574,T4_T5_horizontal,999020,HSN,18,GABA,30,17,HS
100574,T4_T5_vertical,999030,VS1,5,GABA,30,17,VS
100575,T4_T5_horizontal,999020,HSN,18,GABA,31,17,HS
100576,T4_T5_horizontal,999020,HSN,17,ACh,0,18,HS
100576,T4_T5_vertical,999030,VS1,5,GABA,0,18,VS
100577,T4_T5_horizontal,999020,HSN,16,ACh,1,18,HS
100577,T4_T5_vertical,999030,VS1,3,GABA,1,18,VS
100578,T4_T5_horizontal,999020,HSN,17,ACh,2,18,HS
100578,T4_T5_vertical,999030,VS1,4,GABA,2,18,VS
100579,T4_T5_looming,999004,LC4,8,GABA,3,18,LC4
100579,T4_T5_horizontal,999020,HSN,14,ACh,3,18,HS
100579,T4_T5_vertical,999030,VS1,6,GABA,3,18,VS
100580,T4_T5_looming,999004,LC4,10,GABA,4,18,LC4
100580,T4_T5_horizontal,999020,HSN,13,ACh,4,18,HS
100580,T4_T5_vertical,999030,VS1,5,GABA,4,18,VS
100581,T4_T5_looming,999004,LC4,13,GABA,5,18,LC4
100581,T4_T5_horizontal,999020,HSN,13,ACh,5,18,HS
100581,T4_T5_vertical,999030,VS1,5,GABA,5,18,VS
100582,T4_T5_looming,999004,LC4,14,GABA,6,18,LC4
100582,T4_T5_horizontal,999020,HSN,14,ACh,6,18,HS
100582,T4_T5_vertical,999030,VS1,5,GABA,6,18,VS
100583,T4_T5_looming,999004,LC4,12,GABA,7,18,LC4
100583,T4_T5_horizontal,999020,HSN,12,ACh,7,18,HS
100583,T4_T5_vertical,999030,VS1,6,GABA,7,18,VS
100584,T4_T5_looming,999004,LC4,11,GABA,8,18,LC4
100584,T4_T5_STMD,999011,LC11,6,GABA,8,18,LC11
100584,T4_T5_horizontal,999020,HSN,12,ACh,8,18,HS
100584,T4_T5_vertical,999030,VS1,6,GABA,8,18,VS
100585,T4_T5_looming,999004,LC4,8,ACh,9,18,LC4
100585,T4_T5_STMD,999011,LC11,7,GABA,9,18,LC11
100585,T4_T5_horizontal,999020,HSN,10,ACh,9,18,HS
100585,T4_T5_vertical,999030,VS1,3,GABA,9,18,VS
100586,T4_T5_looming,999004,LC4,9,ACh,10,18,LC4
100586,T4_T5_STMD,999011,LC11,9,GABA,10,18,LC11
100586,T4_T5_horizontal,999020,HSN,8,ACh,10,18,HS
100586,T4_T5_vertical,999030,VS1,5,GABA,10,18,VS
100587,T4_T5_looming,999004,LC4,10,ACh,11,18,LC4
100587,T4_T5_STMD,999011,LC11,10,GABA,11,18,LC11
100587,T4_T5_horizontal,999020,HSN,6,ACh,11,18,HS
100587,T4_T5_vertical,999030,VS1,3,GABA,11,18,VS
100588,T4_T5_looming,999004,LC4,13,ACh,12,18,LC4
100588,T4_T5_STMD,999011,LC11,7,ACh,12,18,LC11
100588,T4_T5_horizontal,999020,HSN,8,ACh,12,18,HS
100588,T4_T5_vertical,999030,VS1,5,GABA,12,18,VS
100589,T4_T5_looming,999004,LC4,13,ACh,13,18,LC4
100589,T4_T5_STMD,999011,LC11,12,ACh,13,18,LC11
100589,T4_T5_horizontal,999020,HSN,6,ACh,13,18,HS
